"ACTA UNIVERSITATIS STOCKHOLMIENSIS","Unknown","2016"
"SUDESCA Research Papers No. 40. Title: Against All Odds: Building Innovative Capabilities in Rural Economic Initiatives in El Salvador. SUDESCA Research Papers No. 40.","Unknown","3000"
"Prokaryotic evolution in light of gene transfer","Mol.Biol.Evol","2002"
"J.L , Multiobjective optimization scheme for dynamic multicast groups","9thInternationalSymposiumonComputersandCommunications,2004.Proceedings","3000"
"Active Learning with Statistical Models","Unknown","1995"
"EVALUATION OF A COAL BIODESULFURIZATION PROCESS (SEMI-CONTINUOUS MODE) ON THE PILOT PLANT LEVEL","Unknown","3000"
"Santiago Arroyo M.?","Unknown","3000"
"Surface deformation due to shear and tensile faults in a half-space","Unknown","1985"
"PREGNANCY NUTRITION","Unknown","2000"
"Algorithms for Inverse Reinforcement Learning","inProc.17thInternationalConf.onMachineLearning","2000"
"ISSN 2309-608X www.mdpi.com/journal/jof Article The Fungus among Us: Cryptococcus neoformans and","Unknown","3000"
"Practical Byzantine fault tolerance and proactive recovery","ACMTransactionsonComputerSystems","2002"
"Universidade Federal	de	Goi?s","Unknown","2016"
"Cutting the Electric Bill for Internet-Scale Systems","Unknown","3000"
"Experimental","Unknown","3000"
"Social Network Sites: A Definition A History of Social Network Sites Previous Scholarship","Unknown","3000"
"Attacks on Copyright Marking Systems","Unknown","1998"
"Synthesizing Natural Textures","InACMSymposiumonInteractive3DGraphics","3000"
"Analysis of suitable languages to teach Procedural Programming at the Universidad Nacional del Noroeste de la provincia de Buenos Aires","Unknown","3000"
"Image registration methods: a survey","IMAGEANDVISIONCOMPUTING","2003"
"Revista del Centro de Investigaci?n.","Unknown","1665"
"Sexual intercourse among adolescent students of Santa Marta, Colombia: a cross-sectional survey*","Unknown","3000"
"Debt-Constrained Asset Markets","ReviewofEconomicStudies","1993"
"Testing for Common Trends","JournaloftheAmericanStatisticalAssociation","1988"
"Autonomous Learning from the Environment","W.H.FreemanandCompany","1994"
"Use of Monoclonal Antibodies in Diagnosis of Paracoccidioidomycosis: New Strategies for Detection of Circulating Antigens","Unknown","1997"
"Triangle: Engineering a 2D Quality Mesh Generator and Delaunay Triangulator","Unknown","3000"
"Questionnaire on the perceptions of patients about total hip replacement. J Bone Joint Surg [Br","Unknown","3000"
"Space/Time Trade-offs in Hash Coding with Allowable Errors","CommunicationsoftheACM","1970"
"Escherichia serotype. J Clin Microbiol 1983;18:512-20. Autofluorescence and the Detection of","Unknown","1997"
"SACRED MOUNTAINS AND GLACIAL ARCHEOLOGY IN THE ANDES","Unknown","2004"
"ANTIMYCOBACTERIAL SUSCEPTIBILITY TESTING METHODS FOR NATURAL PRODUCTS RESEARCH","Unknown","3000"
"Structural and functional bases for broad-spectrum neutralization of avian and human influenza A viruses","MurakamiA,YammanuruA,HanT,CoxNJ,BankstonLA,DonisRO,LiddingtonRC,Marasco","2009"
"A model of reference?dependent preferences","QuarterlyJournalofEconomics","2006"
"The origin of the genetic code","J.Mol.Biol.1968","3000"
"? 1998 UICEE Concept Maps in Engineering Education: A Case Study*","Unknown","3000"
"Epidemiol?gicas Academia Nacional de Medicina, Buenos","Unknown","2009"
"LITHOLOGY AND FLUID SEISMIC DETERMINATION FOR THE","Unknown","2005"
"An inventory for measuring clinical anxiety: Psychometric properties","JournalofConsultingandClinicalPsychology","1988"
"Escuela de Ingenier?a de Antioquia, Medell?n (Colombia) ENGINEERING MATERIALS SURFACES BY MICROFABRICATION TECHNIQUES, TO REGULATE IN VITRO CELL FUNCTIONS: REVIEW","Unknown","3000"
"The Stanford FLASH multiprocessor","InProceedingsofthe21stInternationalSymposiumonComputerArchitecture","1994"
"High efficiency electroporation of ligated DNA into bacteria","NucleicAcidsRes","1990"
"Riemann surfaces","PrincetonMathematicalSeries","1960"
"Empirical Analysis of Predictive Algorithm for Collaborative Filtering","Proceedingsofthe14thConferenceonUncertaintyinArtificialIntelligence","1998"
"Nonlinear Identification of a PUMA Manipulator Arm MA2000","Unknown","3000"
"Assessment of management effectiveness for the Marine Protected Areas at the ?Rosario and San Bernardo Corals National Park ? (Cartagena): towards an adaptive management","Unknown","3000"
"A Bayesian Framework for the Analysis of Microarray Expression Data: Regularized t-Test and Statistical Inferences of Gene Changes","Bioinformatics","2001"
"The eucalyptus open-source cloud-computing system","InProceedingsofCloudComputingandItsApplications[Online","3000"
"A calculus for cryptographic protocols: The spi calculus","InformationandComputation","1999"
"Declination of Influenza Vaccination","Unknown","3000"
"Metabolomics: the link between genotypes and phenotypes","PlantMolecularBiology","3000"
"Intercultural Communication and ELT: A Classroom Experience","Unknown","3000"
"CERTIFICA: Que el presente trabajo de Tesis Doctoral ha sido realizado por la","Unknown","3000"
"Dbpedia spotlight: Shedding light on the web of documents","InProceedingsofthe7thInternationalConferenceonSemanticSystems(ISemantics","2011"
"MHD Remote Numerical Simulations: Evolution of Coronal Mass Ejections","Unknown","812"
"c Instituto de Bio-Org?nica ?Antonio Gonz?lez?, Universidad de La Laguna, Astrof?sico","Unknown","2011"
"Stock Valuation and Learning about Profitability","Unknown","2002"
"Storage and executive processes in the frontal lobes","Science","1999"
"A copublication of the Inter-American Development Bank and The World Bank. The Inter-American Development Bank The World Bank","Unknown","3000"
"Head-Driven Statistical Models for Natural Language Parsing","Unknown","1999"
"Serverless Network File Systems","ACMTRANSACTIONSONCOMPUTERSYSTEMS","1995"
"A Discriminative Framework for Detecting Remote Protein Homologies","Unknown","1999"
"A general framework for weighted gene coexpression network analysis","StatisticalApplicationsinGeneticsandMolecularBiology4:Article17","2005"
"2 Universidad de Los Andes, Facultad de Ingenier?a, Escuela de Ingenier?a de Sistemas, Departamento de Computaci?n,","Unknown","3000"
"ART?CULO ORIGINAL In vitro susceptibility of Trypanosoma cruzi strains from Santander, Colombia, to hexadecylphosphocholine","Unknown","3000"
"THE CARIBBEAN","Unknown","3000"
"An optimal graph theoretic approach to data clustering: Theory and its application to image segmentation","IEEETransactionsonPatternAnalysisandMachineIntelligence","1993"
"Why phishing works","InProceedingsoftheSIGCHIConferenceonHumanFactorsinComputingSystems","2006"
"The science of emotional intelligence","Unknown","2005"
"Wage-shifting effects of severance payments savings accounts in","Colombia,JournalofPublicEconomics","2005"
"Mammalian cellular culture models of Trypanosoma cruzi infection: a review of the published literature","Unknown","2014"
"THE ECOLOGICAL ROLE OF WRACK DEBRIS FOR MACROINVERTEBRATE ASSEMBLAGES ON ATLANTIC","Unknown","3000"
"Fast and reliable prediction of noncoding RNAs","ProcNatlAcadSciUSA","3000"
"Studies of SARS virus vaccines","Unknown","3000"
"Domain Bacteria","Unknown","3000"
"Security Reform with Heterogeneous Agents","inEconomicDynamics","1999"
"Universidade Federal do","Unknown","3000"
"Low-Density Parity-Check Codes","Unknown","1963"
"CHANGES IN RO-RO TRANSPORT TENDENCIES IN SANTANDER","Unknown","3000"
"The Twin Crises: The Causes of Banking and Balance-of-Payments Problems","Unknown","3000"
"Does Financial Liberalization Spur Growth","JournalofFinancialEconomics","2005"
"Thermodynamics of mixing of the","Unknown","3000"
"I Tube, You Tube, Everybody Tubes: Analyzing the World?s Largest User Generated Content Video System","InProceedingsofthe5thACM/USENIXInternetMeasurementConference(IMC?07","2007"
"DEVELOPMENT OF A SUPER ACCELERATED SUCCESSIVE SUBSTITUTION, NEW METHOD FOR SATURATION PRESSURE CALCULATION IN SYNTHETIC MIXTURES AND RESERVOIR FLUIDS","Unknown","2006"
"Laryngeal histoplasmosis: report first case in Colombia","Unknown","3000"
"Weighted Voting for Replicated Data","Unknown","1979"
"The unbearable automaticity of being","AMERICANPSYCHOLOGIST","1999"
"The winds of (evolutionary) change : breathing new life into microbiology","JBacteriol","1994"
"No Contagion, Only Interdependence: Measuring Stock Market Co-Movements","JournalofFinance","2001"
"Analyzing Incomplete Political Science Data: An Alternative Algorithm for Multiple Imputation","AmericanPoliticalScienceReview","2000"
"Los Angeles, London, New Delhi","Unknown","2009"
"Explanation-Driven Case-Based Reasoning","Unknown","1994"
"Fast Bilateral Filtering for the Display of High-Dynamic-Range Images","Unknown","2002"
"Random Oracles are Practical: A Paradigm for Designing Efficient Protocols","Unknown","1995"
"Media Industries Journal 1.3 (2015)      The Discourse on Media is Dominated by Reactionary Cant ? Miller The Discourse on Media Is Dominated by","Unknown","3000"
"The architecture of complexity","ProceedingsoftheAmericanPhilosophicalSociety","1962"
"Identifying Information Behavior in Information Search and Retrieval Through Learning Activities Using an E-learning Platform Case: Interamerican School of Library and Information Science at the University of Antioquia (Medell?n-Colombia)","Unknown","3000"
"Licenciado en Historia, Universidad de Granada.","Unknown","3000"
"Virus-encoded proteinases and proteolytic processing in the Nidovirales","J.Gen.Virol","2000"
"Sugar-induced signal transduction in plants","PlantMolecularBiology","3000"
"PUB TYPE Reports- Descriptive (141)-- Reference Materials- Directories /Catalogs (132)","Unknown","3000"
"Enabling Security in Cloud Storage SLAs with CloudProof","InProc.USENIXATC","2011"
"Topology maintenance: Extending the lifetime of wireless sensor networks","Proc.ofWWASN2009(submitted","2009"
"Liquidity Risk and Expected Stock Returns","Unknown","2002"
"NUTRITION","Unknown","3000"
"Hospital Nacional de Parapl?jicos,","Unknown","2012"
"Face Recognition: A Literature Survey","Unknown","2000"
"Concurrent Constraint Programming","Unknown","1993"
"Overview of the third message understanding evaluation and conference","InProceedingsofMUC:3?16","1991"
"Researcher Mart?nez-Vega RA,","Unknown","3000"
"On non-preemptive scheduling of periodic and sporadic tasks","Unknown","1991"
"Universidad de Los Andes","Unknown","1997"
"74 REVISTA AN?LISIS INTERNACIONAL?","Unknown","3000"
"Single-pixel imaging via compressive sampling","IEEESignalProcessingMagazine","3000"
"Probabilistic topic models","IEEESignalProcessingMagazine","2010"
"Research Article Open Access","Unknown","3000"
"The EigenTrust Algorithm for Reputation Management in P2P Networks","inProceedingsofthe12thInternationalWorldWideWebConference(WWW2003","2003"
"Determining Optical Flow","ARTIFICIALINTELLIGENCE","1981"
"Prospect theory: An analysis of decisions under risk","Econometrica","1979"
"Fisher Kernels on Visual Vocabularies for Image Categorization","Unknown","3000"
"QED at Finite Temperature in the Coulomb Gauge","Unknown","1993"
"Improving retrieval performance by relevance feedback","JournaloftheAmericanSocietyforInformationScience","1990"
"Preparation and Properties of Polyurethanes based on Castor Oil Chemically Modified with Yucca Starch","Unknown","3000"
"Awareness and Coordination in Shared Workspaces","Proc.oftheConf.onComputerSupportedCooperativeWork(CSCW?92","1992"
"The Performance of Query Control Schemes for the Zone Routing Protocol","Unknown","2001"
"Flexible camera calibration by viewing a plane from unknown orientations","Unknown","1999"
"Universidad de los Andes","Unknown","3000"
"UNIVERSIDADE ESTADUAL PAULISTA Faculdade de Engenharia do Campus de Guaratinguet?","Unknown","3000"
"On Higgs and sphaleron effects during the leptogenesis era,? JHEP 0601","Unknown","2006"
"Simulating the power consumption of large-scale sensor network applications","InSensys","2004"
"LATIN AMERICAN STUDIES","Unknown","2013"
"English stress-preservation and Stratal Optimality Theory","Unknown","2007"
"R-MAT: A recursive model for graph mining","InFourthSIAMInternationalConferenceonDataMining(SDM?04","2004"
"Formalizing Timed Musical Processes with a Temporal Concurrent Constraint Programming Calculus","InProc.ofMusicalConstraintsWorkshopCP2001","2001"
"Social Distance and Otherregarding Behavior in Dictator Games","Comment?TheAmericanEconomicReview","1999"
"What Do Packet Dispersion Techniques Measure?","INPROCEEDINGSOFIEEEINFOCOM","2001"
"An Efficient Boosting Algorithm for Combining Preferences","Unknown","1999"
"Human Reproduction vol.13 no.5 pp.1397?1400, 1998 Sex","Unknown","3000"
"Support-Vector Networks","MachineLearning","1995"
"New mouse model for dengue virus vaccine testing","J","1999"
"Frontal variant of Alzheimer&apos;s disease and typical Alzheimer&apos;s disease: A comparative study","Unknown","3000"
"Reusing formalisations","Unknown","2012"
"GIVING ACCORDING TO GARP: AN EXPERIMENTAL TEST OF THE CONSISTENCY OF PREFERENCES FOR ALTRUISM","Unknown","2002"
"Heuristics for Internet Map Discovery","Unknown","2000"
"in the Northern Andes","Unknown","2010"
"Summary cache: A scalable wide-area web cache sharing protocol","Unknown","1998"
"The metaDESK: Models and Prototypes for Tangible User Interfaces","Unknown","1997"
"The String B-Tree: A New Data Structure for String Search in External Memory and its Applications.","JournaloftheACM","1998"
"Error-correction Mechanism Tests for Cointegration in a Single-equation Framework","JournalofTimesSeriesAnalysis","1998"
"(2)Facultad de Ingenier?a de Sistemas","Unknown","3000"
"Hippocratic databases","In28thInt?lConferenceonVeryLargeDatabases,HongKong","2002"
"College binge drinking in the 1990s: A continuing problem","J.Am.Coll.Health2000","3000"
"HIGH IN THE ECUADORIAN ANDES: THE NEST AND EGGS OF THE TAWNY ANTPITTA (GRALLARIA QUITENSIS)","Unknown","2004"
"2Assistant profesor and director of the Civil Engineering Career at Pontificia","Unknown","3000"
"Glutaraldehyde Cross-Linking of Lipases Adsorbed on Aminated Supports in the Presence of Detergents Leads to Improved Performance","Unknown","2006"
"A Label Space Reduction Algorithm for P2MP LSPs using Asymmetric Tunnels","Unknown","3000"
"? Ray Siemens","Unknown","2005"
"Smart Dust: Communicating with a Cubic-Millimeter Computer","ClassicalPapersonComputationalLogic","2001"
"Survey of clustering algorithms","IEEETRANSACTIONSONNEURALNETWORKS","2005"
"NO M","Unknown","2011"
"World Nutrition","Unknown","3000"
"Environmental Changes in the Peruvian Southern Andes by","Unknown","2012"
"Original Article Afebrile pneumonia (whooping cough) syndrome in infants at Hospital Universitario del","Unknown","3000"
"COMPUTATIONAL AND THEORICAL PHYSICS GROUP LOGIG AND COMPUTACIONAL GROUP","Unknown","3000"
"Belminus corredori Galv?o &amp; Angulo, and comments on the holotype of","Unknown","3000"
"Building International Collaboration Experiences among LACCEI Institutions through Global Design Projects","Unknown","3000"
"Efficient sampling algorithm for estimating subgraph concentrations and detecting network motifs","Bioinformatics","2004"
"The FERET evaluation methodology for face recognition algorithms","In(a)Example1(b)Example1(c)Rightear)(d)MirroedLeftear","3000"
"Immunological Basis of Vaccination","Unknown","3000"
"Parenting style as context: An integrative model","PsychologicalBulletin","1993"
"Critical periods of vulnerability for the developing nervous system: evidence from humans and animal models. Environ Health Perspect 108(suppl 3):511?533","Unknown","2000"
"Force Dynamics In Language And Cognition","Unknown","1988"
"Radar Interferometry and its application to changes in the Earth?s surface.&quot; Reviews of Geophysics 36(4","Unknown","1998"
"(Universidad Francisco de Vitoria)","Unknown","2014"
"Separation Logic: A Logic for Shared Mutable Data Structures","Unknown","2002"
"INVITED ARTICLE A FIRST COURSE IN SOFTWARE ENGINEERING METHODS AND THEORY","Unknown","3000"
"Estimation","Unknown","2010"
"A Fast Elitist Non-Dominated Sorting Genetic Algorithm for Multi-Objective Optimization: NSGA-II","Unknown","2000"
"Rapid communications Public health implications of an outbreak of rabies in arctic foxes and reindeer in the","Unknown","2011"
"Study of Malaria Vaccines","Unknown","3000"
"Synchronous Programming of Reactive Systems","Unknown","1993"
"Nutrition FYI","Unknown","3000"
"Particle dark matter: Evidence, candidates and constraints","Unknown","2005"
"Department of Land Economy Environment, Law &amp; Economics","Unknown","3000"
"VLFeat -- An open and portable library of computer vision algorithms","Unknown","2010"
"AIDS Vaccine Evaluation Group","Unknown","3000"
"Formal and real authority in organizations","TheJournalofPoliticalEconomy","1997"
"Okapi at TREC-3","Unknown","1996"
"Nonrigid registration using free-form deformations: Application to breast MR images","IEEETransactionsonMedicalImaging","1999"
"Symbiotic Jobscheduling for a Simultaneous Multithreading Processor","InEighthInternationalConferenceonArchitecturalSupportforProgrammingLanguagesandOperatingSystems","2000"
"Nutrition iostat","Unknown","3000"
"Measurements and analysis of end-to-end Internet dynamics","Unknown","1997"
"Edgebreaker: Connectivity compression for triangle meshes","IEEETransactionsonVisualizationandComputerGraphics","1999"
"Vaccination","Unknown","3000"
"Factoring wavelet transforms into lifting steps","J.FourierAnal.Appl","1998"
"A real-time garbage collector based on the lifetimes of objects","CommunicationsoftheACM","1983"
"DIRECTOR: ING. FERNANDO MONTENEGRO","Unknown","3000"
"INFRARED SPECTROPHOTOMETRY, A RAPID AND EFFECTIVE TOOL FOR CHARACTERIZATION OF DIRECT DISTILLATION NAPHTHAS","Unknown","2005"
"UCSF Chimera?a visualization system for exploratory research and analysis","J.Comput.Chem","2004"
"Mechanical devices of the spliceosome: motors, clocks","Unknown","1998"
"Conference Proceedings Editors","Unknown","2004"
"Planktonic Bacteria","Unknown","3000"
"Edge Detection","Unknown","1985"
"clouds","Unknown","3000"
"An essential role for interleukin 10 in the function of regulatory T cells that inhibit intestinal inflammation","Unknown","1999"
"Nutritional metabonomics: applications and perspectives","JProteomeRes","3000"
"Smoothness Within Ruggedness: The Role of Neutrality in Adaptation","Unknown","1996"
"Global Current Account Imbalances and Exchange Rate Adjustments","Unknown","2005"
"Prediction and functional analysis of native disorder in proteins from the three kingdoms of life","J.Mol.Biol","2004"
"*** * Centro Nacional de Supercomputa??o/CESUP/Universidade Federal do Rio Grande do Sul","Unknown","3000"
"* * In memoriam.","Unknown","3000"
"2Escuela de Ing. El?ctrica-Departamento de Potencia Universidad de Los Andes- M?rida (Venezuela)","Unknown","3000"
"Alex -- a global filesystem","INPROCEEDINGSOFTHE1992USENIXFILESYSTEMWORKSHOP","1992"
"Vaccine for Prophylaxis and","Unknown","3000"
"Defeasible Logic Programming: An Argumentative Approach. Theory and Practice","ofLogicProgramming","2004"
"Universidad de la Rep?blica","Unknown","3000"
"Using Lexical Chains for Text Summarization","Unknown","1997"
"Distributed Cognition: Toward a New Foundation for Human-Computer Interaction Research","ACMTransactionsonComputerHumanInteraction","2000"
"Supported by the Direcci?n General de Apoyo al Personal Acad?mico, Universidad Nacional","Unknown","3000"
"UNIVERSIDAD AUTO?NOMA DE MADRID","Unknown","2010"
"Parental knowledge of paediatric vaccination","Unknown","2009"
"Alignment by Maximization of Mutual Information","Unknown","1995"
"The Water Crisis in Third World Countries","Unknown","3000"
"Parallel Numerical Linear Algebra","Unknown","1993"
"Business Politics and Policy Making in Contemporary Latin America","UnitedStates:HarvardUniversity,DavidRockefellerCenterforLatinAmericanStudies","3000"
"Dynamo: A Transparent Dynamic Optimization System","ACMSIGPLANNOTICES","2000"
"Optimal and efficient path planning for partially-known environments","InIEEEInt?l.ConferenceonRoboticsandAutomation","1994"
"Parametrization and smooth approximation of surface triangulations","ComputerAidedGeometricDesign","1997"
"2- Universidade Federal do","Unknown","3000"
"POTENTIAL DIVIDENDS AND ACTUAL CASH FLOWS IN EQUITY VALUATION. A CRITICAL ANALYSIS1","Unknown","3000"
"Better Schools Matter? Parental Valuation of Elementary Education,? Quarterly","JournalofEconomics","1999"
"Improved Localization of Cortical Activity by Combining EEG and MEG with MRI Cortical Surface Reconstruction: A Linear Approach","J.Cogn.Neurosci","1993"
"Borrelia burgdorferi Erp proteins are immunogenic in mammals infected by tick bite, and their synthesis is inducible in cultured bacteria. Infect. Immun","Unknown","1998"
"Introduction to Membrane Computing","Unknown","3000"
"A taxonomy of web search","SIGIRFORUM","2002"
"Acetylation of histones and transcription-related factors","MicrobiolMolBiolRev","2000"
"Learning, 1(1), 60-65. doi:10.5294/laclil.2008.1.1.7 Getting Your Hands on Learning: Manipulative Tools in Content ESL/EFL Instruction","Unknown","3000"
"?A Socioecological Resilience Approach for Evaluating Management Effectiveness of Marine Protected Areas?","Unknown","3000"
"Minimally Invasive Gastrointestinal Surgery from","Unknown","3000"
"Discrimination of Seven Anopheles Species from San Pedro de Urab?, Antioquia, Colombia, by Polymerase Chain Reaction?Restriction Fragment Length Polymorphism Analysis of Its Sequences","Unknown","3000"
"A Systematic Review of the Frequency of Neurocyticercosis with a Focus on People with Epilepsy","Unknown","3000"
"Traffic Control Service","Unknown","3000"
"The Turn Model for Adaptive Routing","JournalofACM","1994"
"Maps of Bounded Rationality: Psychology for Behavioral Economics","Unknown","2003"
"3 USING THE FRACTAL DIMENSION OF EARTHQUAKE DISTRIBUTIONS AND THE SLOPE OF THE RECURRENCE CURVE TO FORECAST","Unknown","3000"
"RoadRunner: Towards Automatic Data Extraction from Large Web Sites","Unknown","2001"
"Monte Carlo Statistical Methods","Unknown","1998"
"VACCINES","Unknown","3000"
